age,workclass,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,education_id,marital_status_id,occupation_id
34, Private, Husband, White, Male,0,0,53, United-States, <=50K,8,2,7
55, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,3
20, Private, Own-child, White, Male,0,0,40, United-States, <=50K,2,1,3
19,nan, Not-in-family, White, Female,0,0,32, United-States, <=50K,6,1,12
21, Private, Not-in-family, White, Male,0,0,35, United-States, <=50K,6,1,1
39, Private, Not-in-family, White, Female,0,0,20, United-States, <=50K,6,3,5
43, Private, Husband, White, Male,0,0,40, United-States, >50K,2,2,7
33, Local-gov, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K,2,1,5
26, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,6,1,1
45, State-gov, Husband, White, Male,0,0,40, United-States, >50K,10,2,4
31, State-gov, Own-child, White, Female,0,0,65, United-States, <=50K,6,1,5
32, Private, Husband, White, Male,0,0,60, Mexico, <=50K,12,2,7
60, Self-emp-not-inc, Husband, White, Male,0,0,50, United-States, <=50K,2,2,6
41, Private, Husband, White, Male,0,0,40, United-States, >50K,2,2,10
21, Private, Own-child, Black, Male,0,0,20, United-States, <=50K,6,1,5
27, Private, Unmarried, Black, Female,0,0,36, United-States, <=50K,6,3,1
33, Private, Unmarried, White, Male,0,0,40, Mexico, <=50K,12,3,3
43, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
27, Private, Husband, White, Male,0,1902,40, United-States, >50K,3,2,7
18, Self-emp-not-inc, Own-child, White, Male,0,0,40, United-States, <=50K,13,1,9
48, Self-emp-not-inc, Husband, White, Male,0,0,40, United-States, >50K,6,2,2
37, Private, Not-in-family, White, Male,0,0,50, United-States, <=50K,9,3,2
58, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,10
57, Private, Husband, Black, Male,7688,0,40, United-States, >50K,16,2,8
42, Local-gov, Not-in-family, White, Female,99999,0,40, United-States, >50K,1,1,1
24, Private, Other-relative, White, Male,0,0,40, United-States, <=50K,2,1,1
26, Private, Other-relative, White, Male,0,0,15, United-States, <=50K,1,1,5
43, Self-emp-inc, Unmarried, White, Male,5455,0,50, United-States, <=50K,2,3,7
34, Private, Husband, White, Male,0,0,40, United-States, <=50K,3,2,7
38, Private, Wife, White, Female,0,0,40, United-States, <=50K,1,2,2
51, Self-emp-not-inc, Husband, White, Male,0,0,45, United-States, >50K,3,2,9
31,nan, Wife, Black, Female,0,0,45, United-States, <=50K,2,2,12
49, Self-emp-not-inc, Wife, White, Female,0,0,35, United-States, >50K,10,2,4
26, Private, Own-child, White, Female,0,0,40, United-States, <=50K,1,1,1
28, Private, Unmarried, Black, Female,0,0,20, United-States, <=50K,2,3,8
22, Federal-gov, Husband, White, Male,0,1902,37, United-States, <=50K,6,2,6
26, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,7
45, Private, Husband, White, Male,0,1848,40, United-States, >50K,5,2,5
39, Private, Unmarried, White, Female,0,625,40, United-States, <=50K,6,3,2
23, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,6
62,nan, Husband, White, Male,0,0,8, United-States, <=50K,2,2,12
42, Local-gov, Husband, White, Male,0,0,60, United-States, >50K,1,2,4
39, Federal-gov, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
43, Federal-gov, Not-in-family, White, Male,0,0,40, United-States, <=50K,8,3,7
33, Self-emp-not-inc, Not-in-family, White, Male,0,0,70, United-States, <=50K,6,1,9
68, State-gov, Husband, White, Male,0,0,20, United-States, <=50K,1,2,2
30,nan, Husband, White, Male,0,0,46, United-States, >50K,4,2,12
32, Private, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,1,1,1
25, Private, Unmarried, Other, Male,0,0,40, United-States, <=50K,6,1,1
53, Private, Other-relative, White, Female,0,0,24, Italy, <=50K,12,2,5
38, Private, Husband, White, Male,0,0,55, United-States, >50K,8,2,2
62,nan, Husband, White, Male,0,0,40, United-States, <=50K,2,2,12
20, Private, Own-child, White, Male,0,0,40, United-States, <=50K,2,1,10
26, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
23, Private, Own-child, White, Male,0,0,40, United-States, <=50K,2,1,8
43, State-gov, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,3,11
29, State-gov, Not-in-family, White, Male,0,0,36, United-States, <=50K,6,1,13
34, Private, Unmarried, White, Female,0,0,36, United-States, <=50K,13,5,5
24, Private, Own-child, White, Male,0,0,35, United-States, <=50K,6,1,6
44, Local-gov, Husband, White, Male,0,0,35, United-States, >50K,4,2,4
19, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,6,1,1
47, Private, Husband, White, Male,0,0,40, United-States, >50K,1,2,1
40, Private, Not-in-family, White, Female,0,0,48, United-States, <=50K,6,3,5
45, Private, Unmarried, White, Female,0,0,45, United-States, <=50K,2,7,6
43, Private, Unmarried, Black, Female,0,0,45, United-States, <=50K,2,5,3
22,nan, Not-in-family, White, Male,0,0,30, United-States, <=50K,5,1,12
50, Private, Other-relative, White, Male,10520,0,50, United-States, >50K,10,3,4
72,nan, Not-in-family, White, Male,0,0,3, United-States, <=50K,6,4,12
29, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,1,1,4
47, Private, Not-in-family, White, Male,0,0,50, United-States, <=50K,1,1,2
24, Private, Own-child, White, Male,0,0,35, El-Salvador, <=50K,2,1,6
22,nan, Not-in-family, White, Male,0,0,15, United-States, <=50K,6,1,12
21, Private, Own-child, White, Female,0,0,40, United-States, <=50K,2,1,1
30, Self-emp-not-inc, Husband, White, Male,0,1887,50, United-States, >50K,2,2,2
37, Private, Not-in-family, White, Female,2354,0,40,nan, <=50K,6,7,5
74, Self-emp-not-inc, Other-relative, White, Male,0,0,40, United-States, <=50K,11,3,4
70, Self-emp-not-inc, Husband, White, Male,2653,0,70, United-States, <=50K,6,2,9
27, Private, Husband, White, Male,0,0,40, United-States, <=50K,8,2,7
32, Local-gov, Unmarried, Asian-Pac-Islander, Female,0,0,46, United-States, <=50K,1,3,1
30, Private, Husband, White, Male,0,0,50, United-States, <=50K,3,2,3
29, Local-gov, Unmarried, White, Male,0,0,56, United-States, <=50K,8,3,13
18, Private, Own-child, White, Male,0,1602,40, United-States, <=50K,3,1,3
31, Private, Husband, White, Male,7298,0,40, United-States, >50K,2,2,7
39, State-gov, Husband, White, Male,0,0,70, United-States, <=50K,6,2,13
21, Private, Own-child, White, Female,0,0,30, United-States, <=50K,6,1,5
31, Private, Husband, White, Male,0,0,38, United-States, <=50K,2,2,8
33, Local-gov, Husband, White, Male,0,0,40, United-States, <=50K,6,2,13
39, Private, Not-in-family, White, Male,0,0,70, United-States, >50K,11,3,4
29, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
34, Private, Husband, White, Male,0,1485,40, United-States, <=50K,6,2,11
52, State-gov, Unmarried, White, Female,0,0,55, United-States, <=50K,1,7,2
35, Private, Not-in-family, White, Male,0,0,25, United-States, <=50K,2,1,6
33, Private, Husband, White, Male,0,0,40, United-States, <=50K,13,2,7
40,nan, Unmarried, White, Female,0,0,5, Cuba, <=50K,5,3,12
43, Private, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K,1,2,2
66,nan, Not-in-family, Black, Male,0,0,30, United-States, <=50K,14,1,12
51, Local-gov, Husband, White, Male,0,0,40, United-States, >50K,1,2,2
36, Private, Unmarried, White, Female,0,0,30, United-States, <=50K,2,1,5
17, Local-gov, Own-child, White, Female,0,0,40, United-States, <=50K,3,1,4
32, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
39, Private, Unmarried, Black, Female,0,0,40, United-States, <=50K,2,1,10
19, Self-emp-inc, Own-child, White, Male,0,0,60, United-States, <=50K,6,1,9
54, Private, Not-in-family, White, Male,0,0,40, United-States, >50K,3,3,1
45, Private, Not-in-family, White, Male,0,0,50, United-States, >50K,1,3,4
47, Local-gov, Not-in-family, Black, Female,0,0,40, United-States, <=50K,1,3,4
49, Self-emp-not-inc, Husband, White, Male,0,1672,98, United-States, <=50K,2,2,9
32, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,2,3,1
28, Self-emp-inc, Husband, White, Male,0,0,50, United-States, <=50K,2,2,7
39, Self-emp-inc, Husband, White, Male,0,0,40, United-States, <=50K,1,2,6
27, Self-emp-inc, Not-in-family, White, Male,0,0,50, United-States, <=50K,2,1,6
42, Local-gov, Wife, White, Female,0,0,38, United-States, >50K,4,2,4
24, Private, Husband, White, Male,0,0,44, United-States, <=50K,1,2,4
45, Private, Husband, White, Male,0,0,45, United-States, >50K,1,2,7
19, Private, Own-child, White, Male,0,0,30, United-States, <=50K,2,1,5
46, Private, Husband, White, Male,0,0,40, United-States, >50K,13,2,8
50, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,8
32, Private, Not-in-family, White, Female,0,0,42, United-States, <=50K,2,1,1
47, Self-emp-inc, Husband, White, Male,99999,0,50, United-States, >50K,11,2,4
69,nan, Husband, White, Male,10605,0,10, United-States, >50K,1,2,12
43, Self-emp-not-inc, Husband, White, Male,0,0,50, United-States, <=50K,2,2,9
29, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,1,1,7
43, Federal-gov, Husband, Asian-Pac-Islander, Male,0,2415,55,nan, >50K,11,2,4
90, Private, Own-child, White, Female,0,0,10, United-States, <=50K,1,1,4
41, Private, Wife, White, Female,0,0,50, Japan, >50K,11,2,2
24, Private, Not-in-family, White, Male,0,0,36, Mexico, <=50K,15,1,9
24, Private, Own-child, White, Male,0,0,50, United-States, <=50K,6,1,9
24, Private, Not-in-family, White, Female,0,0,53, United-States, <=50K,6,1,5
35, Private, Wife, White, Female,0,1887,42, United-States, >50K,2,2,1
30, Private, Other-relative, White, Male,0,0,40, United-States, <=50K,1,1,1
46, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,1,5,2
19, Local-gov, Own-child, White, Female,0,1721,30, United-States, <=50K,6,1,1
39, Private, Own-child, White, Male,0,0,35, Mexico, <=50K,5,5,7
43, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,8
35, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,1,1
65, Private, Not-in-family, White, Female,0,0,24, United-States, <=50K,2,7,6
34, Private, Unmarried, White, Male,0,0,40, United-States, <=50K,2,3,7
41, Private, Husband, White, Male,0,0,40, United-States, <=50K,8,2,6
24, Self-emp-not-inc, Own-child, White, Male,0,0,60, United-States, <=50K,6,1,9
24, Private, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K,2,1,5
34, Self-emp-inc, Not-in-family, White, Female,4787,0,45, France, >50K,4,1,2
33, Private, Husband, White, Male,0,0,40, Cuba, >50K,2,2,6
37, Private, Not-in-family, White, Male,0,0,38, Puerto-Rico, <=50K,2,1,10
39, Self-emp-not-inc, Husband, White, Male,0,0,60, United-States, >50K,2,2,8
58, Private, Unmarried, White, Female,0,0,25, United-States, <=50K,2,3,5
36, Self-emp-not-inc, Husband, White, Male,0,0,35, Mexico, <=50K,2,2,7
33, Federal-gov, Wife, White, Female,4064,0,40, United-States, <=50K,6,2,11
42, Local-gov, Husband, White, Male,0,0,55, United-States, <=50K,4,2,4
31, Private, Other-relative, Black, Male,0,0,40,nan, <=50K,6,1,13
57, Private, Unmarried, White, Male,0,0,40, United-States, <=50K,2,5,7
67, Federal-gov, Husband, White, Male,0,0,40, United-States, >50K,2,2,11
23, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,7
35, Private, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K,6,2,4
43, Private, Husband, White, Male,0,0,55, Italy, >50K,1,2,4
39, Self-emp-not-inc, Husband, White, Male,0,0,60, United-States, <=50K,6,2,9
36, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,1,7
29, Local-gov, Unmarried, White, Female,0,0,13, United-States, <=50K,7,3,5
25, Private, Own-child, White, Male,0,0,40, United-States, <=50K,2,1,3
54, Private, Unmarried, Black, Male,0,0,45, United-States, >50K,13,5,8
24, Private, Husband, White, Male,0,0,44, United-States, <=50K,2,2,7
50, Self-emp-inc, Husband, Asian-Pac-Islander, Male,0,0,60, South, >50K,1,2,6
70, Private, Husband, White, Male,0,0,50, United-States, <=50K,13,2,10
61, Private, Not-in-family, Black, Male,4787,0,48, United-States, >50K,1,3,6
51, Federal-gov, Husband, White, Male,0,1902,40, United-States, <=50K,1,2,2
38, Self-emp-not-inc, Husband, White, Male,0,0,70, United-States, <=50K,4,2,9
51, Private, Unmarried, White, Female,0,0,40, United-States, >50K,2,3,4
28, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,1,5
66, Self-emp-not-inc, Husband, White, Male,0,0,25, United-States, >50K,11,2,4
57, Self-emp-inc, Not-in-family, White, Male,0,0,60, United-States, >50K,2,5,9
44, Self-emp-inc, Husband, Asian-Pac-Islander, Male,0,0,50,nan, >50K,1,2,6
29, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,6,1,1
21, Private, Own-child, Black, Female,0,0,40, United-States, <=50K,6,1,6
42, Private, Own-child, Other, Male,0,0,43, United-States, >50K,13,2,7
74, Private, Husband, White, Male,99999,0,50, United-States, >50K,11,2,4
50, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,6,3,6
65, Private, Other-relative, White, Female,0,0,14, United-States, <=50K,2,3,5
64,nan, Unmarried, White, Female,0,0,38, United-States, <=50K,2,3,12
44, Private, Unmarried, Black, Female,0,0,30, United-States, <=50K,3,5,5
34, Private, Husband, White, Male,4386,0,50, United-States, >50K,8,2,4
17, Private, Own-child, White, Male,0,0,10, United-States, <=50K,13,1,5
17,nan, Own-child, White, Female,0,0,40, United-States, <=50K,13,1,12
43, Private, Husband, White, Male,0,0,60, United-States, <=50K,6,2,8
32, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,7,3,1
54, Private, Husband, White, Male,3103,0,40, United-States, >50K,1,2,6
20, Private, Own-child, White, Female,0,0,20, United-States, <=50K,6,1,1
23, Private, Own-child, White, Male,0,0,10, United-States, <=50K,6,1,4
34, Private, Husband, White, Male,0,0,45, United-States, <=50K,2,2,5
30, Private, Own-child, White, Male,0,0,20, United-States, <=50K,6,1,6
32, Private, Husband, White, Male,0,0,40, United-States, <=50K,9,2,10
40, Private, Husband, White, Male,0,0,60, Ireland, >50K,1,2,4
28, Private, Not-in-family, Black, Male,0,0,40, United-States, <=50K,6,1,7
44, Private, Husband, White, Male,0,0,45, United-States, >50K,2,2,7
29, Local-gov, Wife, White, Female,0,0,35, Nicaragua, >50K,8,2,11
28, Private, Not-in-family, White, Male,594,0,50, Germany, <=50K,10,1,4
37, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,2
56, Self-emp-inc, Husband, White, Male,0,0,40, United-States, <=50K,6,2,7
27, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,1,1,4
34, Private, Unmarried, White, Female,0,0,20, United-States, <=50K,2,3,10
37, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,7
66, Self-emp-not-inc, Husband, White, Male,0,0,40, United-States, >50K,1,2,6
19, Private, Own-child, White, Male,0,0,30, United-States, <=50K,2,1,4
60, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,8,3,4
54, Self-emp-not-inc, Husband, White, Male,2829,0,30, United-States, <=50K,6,2,8
47, Private, Husband, White, Male,0,0,40, United-States, >50K,2,2,7
47, Private, Not-in-family, White, Male,0,0,48, United-States, >50K,6,3,4
48, Self-emp-inc, Husband, White, Male,0,0,60, United-States, <=50K,8,2,7
57,nan, Husband, White, Male,0,0,60, United-States, <=50K,2,2,12
50, Self-emp-inc, Husband, White, Male,0,0,50, Germany, >50K,6,2,2
62, Private, Unmarried, Black, Female,0,0,25, United-States, <=50K,5,7,5
45, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,5
55, Local-gov, Husband, White, Male,0,0,40, United-States, <=50K,2,2,3
62, Private, Not-in-family, White, Female,0,0,32, United-States, <=50K,2,7,6
25, Private, Husband, White, Male,0,0,40, Guatemala, <=50K,13,2,10
49, Private, Not-in-family, White, Female,0,0,38, United-States, <=50K,3,3,2
32, State-gov, Unmarried, Black, Female,3887,0,40, United-States, <=50K,6,1,13
25, Federal-gov, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K,2,1,3
39, Private, Husband, White, Male,0,0,50, United-States, <=50K,6,2,10
27, Local-gov, Husband, White, Male,0,0,50, United-States, <=50K,6,2,2
43, Private, Husband, Black, Male,0,0,40, United-States, >50K,2,2,5
30, Private, Other-relative, Asian-Pac-Islander, Female,0,0,40, South, <=50K,2,3,5
21, Private, Own-child, White, Female,0,0,20, United-States, <=50K,6,1,6
33, Private, Wife, White, Female,0,0,40, United-States, >50K,11,2,2
33, Private, Not-in-family, White, Male,0,0,50, United-States, <=50K,6,1,1
33, Private, Unmarried, Black, Female,0,0,38, United-States, <=50K,3,1,1
70, Private, Not-in-family, White, Female,0,0,35, United-States, <=50K,9,7,5
25, Private, Own-child, Black, Male,0,0,42, United-States, <=50K,6,1,5
17, Private, Own-child, White, Male,0,0,25, United-States, <=50K,3,1,5
20, Private, Own-child, White, Male,0,0,40, United-States, <=50K,6,1,9
19, Private, Other-relative, Black, Male,0,0,35, United-States, <=50K,6,1,5
71, Federal-gov, Husband, White, Male,20051,0,40, United-States, >50K,6,2,2
31, Private, Husband, White, Male,0,0,40, United-States, <=50K,7,2,2
26, Private, Husband, White, Male,0,0,55, United-States, <=50K,1,2,6
52, Private, Husband, White, Male,0,0,40, United-States, <=50K,4,2,2
26, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,1,1,2
38, Private, Not-in-family, White, Male,0,0,45, United-States, <=50K,2,3,10
25, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,6,1,5
22, Private, Not-in-family, White, Female,0,0,9, United-States, <=50K,1,1,4
48, State-gov, Husband, White, Male,0,1902,40, United-States, >50K,6,2,13
53, Private, Husband, White, Male,0,0,40, United-States, >50K,2,2,7
30, Self-emp-not-inc, Not-in-family, White, Male,0,0,50, United-States, <=50K,7,3,7
44, Private, Husband, White, Male,0,0,60, United-States, >50K,6,2,7
32, Federal-gov, Husband, Asian-Pac-Islander, Male,0,0,56, United-States, >50K,1,2,4
59, Self-emp-not-inc, Husband, White, Male,0,0,20, United-States, <=50K,3,2,7
49, Private, Unmarried, Black, Female,0,0,40, United-States, <=50K,6,3,3
65,nan, Husband, Amer-Indian-Eskimo, Male,3818,0,40, United-States, <=50K,2,2,12
31, Private, Not-in-family, White, Male,0,0,50, United-States, >50K,2,1,7
53, Private, Husband, Other, Male,5178,0,40, Puerto-Rico, >50K,12,2,7
44, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,5,1,10
36, Private, Husband, Asian-Pac-Islander, Male,0,0,55, Japan, >50K,1,2,4
36, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,1,6
37, Private, Husband, White, Male,0,0,50, United-States, >50K,5,2,10
63,nan, Husband, White, Male,7688,0,54, United-States, >50K,1,2,12
67, Self-emp-inc, Wife, White, Female,20051,0,30, England, >50K,2,2,4
29, Private, Unmarried, Black, Male,0,0,40, United-States, <=50K,1,1,6
52, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,6
37, Private, Husband, White, Male,0,1628,40, United-States, <=50K,2,2,7
21, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,6,1,5
36, Private, Unmarried, Black, Female,0,0,38, United-States, <=50K,6,3,2
24, Private, Other-relative, Black, Female,0,0,30, United-States, <=50K,2,1,10
31, Private, Own-child, Black, Male,0,0,40, United-States, <=50K,2,1,2
54, Federal-gov, Unmarried, White, Female,0,0,35, United-States, <=50K,2,7,1
44, Private, Husband, White, Male,0,0,40, United-States, <=50K,1,2,11
18, Private, Own-child, Other, Male,0,0,30, United-States, <=50K,6,1,3
41, Private, Wife, White, Female,0,0,40, United-States, <=50K,2,2,8
37, Self-emp-inc, Not-in-family, White, Female,0,0,70, United-States, <=50K,4,3,2
30, Private, Not-in-family, Black, Male,0,0,40,nan, <=50K,2,1,5
26, State-gov, Not-in-family, Asian-Pac-Islander, Male,0,0,20, India, <=50K,1,1,4
68, Self-emp-not-inc, Husband, White, Male,0,0,50, Canada, <=50K,10,2,4
31, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,6
48, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,7
80,nan, Husband, White, Male,0,0,8, United-States, <=50K,2,2,12
26, Private, Husband, Black, Male,0,0,40, United-States, <=50K,6,2,10
63, Private, Husband, White, Male,0,0,40, United-States, <=50K,5,2,8
19, Private, Own-child, White, Male,0,0,20, United-States, <=50K,6,1,10
30,nan, Own-child, White, Female,0,0,30, United-States, <=50K,6,1,12
42, Self-emp-inc, Husband, White, Male,0,0,60, United-States, <=50K,2,2,6
64, Federal-gov, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K,7,2,5
32, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,1,1,8
50, Private, Husband, White, Male,0,0,47, United-States, <=50K,2,2,7
73, Private, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K,2,2,9
32, Private, Not-in-family, Black, Female,0,0,40, United-States, <=50K,1,1,4
53, Private, Husband, White, Male,7298,0,45, United-States, >50K,6,2,8
58, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,1,3,6
37, Local-gov, Husband, White, Male,5178,0,40, United-States, >50K,6,2,7
24, Private, Own-child, White, Male,0,0,15, United-States, <=50K,6,1,7
53, Private, Husband, White, Male,0,0,50, United-States, >50K,1,2,2
23, Private, Own-child, Other, Female,0,0,40, United-States, <=50K,6,1,2
42,nan, Other-relative, White, Female,0,0,40, United-States, <=50K,7,1,12
30, Private, Other-relative, White, Female,0,0,40, United-States, <=50K,2,2,2
38, Private, Own-child, White, Female,0,0,35, United-States, <=50K,1,1,5
28, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,1,7
19, Private, Own-child, White, Female,0,0,20, United-States, <=50K,16,1,5
45, Private, Husband, Black, Male,0,0,40, United-States, <=50K,2,2,10
26, Private, Own-child, White, Male,0,0,40, United-States, <=50K,1,1,1
33, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,5,1,6
29, Private, Not-in-family, White, Male,0,0,50,nan, <=50K,2,1,9
54, Private, Wife, White, Female,0,0,55, United-States, >50K,4,2,2
23, Private, Not-in-family, White, Female,0,0,50, United-States, <=50K,6,1,2
43, Self-emp-inc, Husband, White, Male,0,0,55, United-States, >50K,2,2,6
37, Private, Not-in-family, White, Female,0,0,30, El-Salvador, <=50K,5,1,15
31, Private, Husband, White, Male,0,0,40, Mexico, <=50K,9,2,5
56, Self-emp-inc, Husband, White, Male,0,1651,40, United-States, <=50K,16,2,2
25, Private, Own-child, White, Male,0,0,40, United-States, <=50K,3,1,7
17, Private, Own-child, Black, Female,0,0,25, United-States, <=50K,3,1,5
37, Private, Unmarried, White, Female,0,0,68, United-States, <=50K,2,7,1
60, Private, Husband, White, Male,0,0,40, United-States, <=50K,8,2,11
59, Federal-gov, Not-in-family, White, Female,0,0,40, United-States, <=50K,1,4,2
59, Federal-gov, Husband, White, Male,0,0,40, United-States, >50K,2,2,7
46, Self-emp-not-inc, Husband, White, Male,15024,0,40, United-States, >50K,11,2,4
28,nan, Other-relative, White, Male,0,0,16, United-States, <=50K,2,2,12
33,nan, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,1,12
24, Private, Own-child, White, Male,0,1408,50, United-States, <=50K,2,1,7
29, Private, Wife, White, Female,4386,0,40, United-States, >50K,2,2,5
33, Self-emp-not-inc, Unmarried, White, Female,0,0,99, United-States, <=50K,8,3,5
29,nan, Husband, White, Male,0,0,40, Dominican-Republic, <=50K,2,2,12
23, State-gov, Not-in-family, White, Male,0,0,40, United-States, <=50K,6,1,13
20, Private, Own-child, White, Male,0,0,25, Nicaragua, <=50K,6,1,1
60, Private, Not-in-family, White, Female,0,0,44, United-States, <=50K,2,7,5
44, Private, Unmarried, Other, Female,0,0,35, Dominican-Republic, <=50K,13,1,6
18, Private, Own-child, White, Male,1055,0,25, United-States, <=50K,2,1,8
52, Federal-gov, Unmarried, Black, Female,0,0,40, United-States, <=50K,16,1,5
31, Private, Not-in-family, White, Male,0,0,45, United-States, <=50K,2,3,7
30, Private, Unmarried, White, Female,0,0,55, United-States, >50K,1,7,4
33, Private, Husband, White, Male,3781,0,40, United-States, <=50K,2,2,3
20, Private, Not-in-family, White, Female,0,0,32, United-States, <=50K,6,1,5
27,nan, Wife, Black, Female,0,0,35,nan, >50K,1,2,12
33, Private, Own-child, Black, Female,0,0,50, United-States, <=50K,8,5,1
25, Private, Not-in-family, Black, Female,0,0,35, United-States, <=50K,2,1,5
63, Private, Not-in-family, White, Female,0,0,20, United-States, <=50K,2,5,7
63, Self-emp-not-inc, Not-in-family, White, Male,0,0,35, United-States, <=50K,6,7,2
43, Private, Not-in-family, White, Female,0,0,30, United-States, <=50K,2,5,6
58, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,3,7,10
70,nan, Unmarried, White, Female,0,0,35, United-States, <=50K,8,7,12
35, Private, Own-child, White, Female,14344,0,40, United-States, >50K,8,1,1
42, Private, Husband, White, Male,0,0,55, United-States, >50K,6,2,2
20, Local-gov, Own-child, White, Male,0,0,25, United-States, <=50K,6,1,13
35, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,7
62, Private, Husband, White, Male,0,0,40, United-States, <=50K,5,2,2
41, Private, Unmarried, White, Female,1506,0,50, United-States, <=50K,2,3,7
43, Self-emp-not-inc, Wife, White, Female,0,0,35, United-States, <=50K,1,2,4
19, Private, Own-child, White, Male,0,0,40, United-States, <=50K,16,1,10
46, Private, Own-child, White, Female,0,0,40, United-States, <=50K,2,1,1
47, Private, Husband, White, Male,15024,0,50, United-States, >50K,1,2,4
36, Self-emp-not-inc, Husband, White, Male,7298,0,40, United-States, >50K,1,2,2
45, Private, Not-in-family, Black, Female,0,0,40, United-States, <=50K,7,1,1
48, Private, Husband, White, Male,0,0,30, United-States, <=50K,13,2,7
29, Private, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K,7,1,1
48, State-gov, Husband, White, Male,5178,0,40, United-States, >50K,1,2,2
36, Private, Unmarried, Black, Female,0,0,25, United-States, <=50K,2,3,6
58, Private, Husband, White, Male,0,0,40, United-States, <=50K,3,2,7
43, Private, Not-in-family, Black, Female,0,0,40, United-States, <=50K,2,1,1
59, Private, Husband, White, Male,0,0,4, United-States, <=50K,1,2,7
42, Private, Husband, White, Male,0,0,40, United-States, <=50K,1,2,2
33, Federal-gov, Husband, White, Male,0,0,40, United-States, >50K,8,2,11
23, Federal-gov, Other-relative, White, Male,0,0,40, United-States, <=50K,6,1,14
21, Private, Own-child, White, Male,0,0,25, United-States, <=50K,6,1,3
48, Private, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K,12,3,10
32, Local-gov, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
31, Private, Husband, White, Male,0,0,50, United-States, >50K,6,2,1
66, Local-gov, Not-in-family, White, Female,0,0,40, United-States, <=50K,4,7,4
23, Local-gov, Not-in-family, White, Male,0,0,32, United-States, <=50K,1,1,1
52, Private, Wife, White, Female,0,0,35, United-States, >50K,6,2,1
17, Private, Own-child, White, Male,0,0,15, United-States, <=50K,3,1,3
35, Private, Husband, White, Male,0,0,43, United-States, >50K,6,2,6
39, Private, Husband, White, Male,99999,0,55, United-States, >50K,10,2,4
21,nan, Not-in-family, White, Female,0,0,10, United-States, <=50K,6,1,12
